Franchise ID,names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
43,The Twilight Saga: Eclipse,7/1/2010,62,"Adventure, Fantasy, Drama, Romance","Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","Kristen Stewart, Bella Swan, Robert Pattinson, Edward Cullen, Taylor Lautner, Jacob Black, Bryce Dallas Howard, Victoria, Dakota Fanning, Jane, Billy Burke, Charlie Swan, Peter Facinelli, Dr. Carlisle Cullen, Elizabeth Reaser, Esme Cullen, Jackson Rathbone, Jasper Hale",The Twilight Saga: Eclipse, Released, English,68000000,706102828,AU
43,The Twilight Saga: New Moon,11/19/2009,60,"Adventure, Fantasy, Drama, Romance","Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.","Kristen Stewart, Bella Swan, Robert Pattinson, Edward Cullen, Taylor Lautner, Jacob Black, Dakota Fanning, Jane, Michael Sheen, Aro, Ashley Greene, Alice Cullen, Rachelle Lefevre, Victoria Sutherland, Billy Burke, Charlie Swan, Peter Facinelli, Dr. Carlisle Cullen",The Twilight Saga: New Moon, Released, English,50000000,687557727,AU
43,Twilight,12/11/2008,63,"Fantasy, Drama, Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.","Kristen Stewart, Bella Swan, Robert Pattinson, Edward Cullen, Billy Burke, Charlie Swan, Peter Facinelli, Dr. Carlisle Cullen, Elizabeth Reaser, Esme Cullen, Cam Gigandet, James, Ashley Greene, Alice Cullen, Anna Kendrick, Jessica, Nikki Reed, Rosalie",Twilight, Released, English,37000000,402278564,AU
44,Toy Story,12/7/1995,80,"Animation, Adventure, Family, Comedy","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Don Rickles, Mr. Potato Head (voice), Jim Varney, Slinky Dog (voice), Wallace Shawn, Rex (voice), John Ratzenberger, Hamm (voice), Annie Potts, Bo Peep (voice), John Morris, Andy (voice), Erik von Detten, Sid (voice)",Toy Story, Released, English,30000000,365270951,AU
44,Toy Story 2,12/2/1999,76,"Animation, Comedy, Family","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Joan Cusack, Jessie the Yodeling Cowgirl (voice), Kelsey Grammer, Stinky Pete the Prospector (voice), Don Rickles, Mr. Potato Head (voice), Jim Varney, Slinky Dog (voice), Wallace Shawn, Rex the Green Dinosaur (voice), John Ratzenberger, Hamm the Piggy Bank (voice), Annie Potts, Bo Peep (voice)",Toy Story 2, Released, English,90000000,511358276,AU
44,Toy Story 3,6/24/2010,78,"Animation, Family, Comedy","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Joan Cusack, Jessie (voice), Don Rickles, Mr. Potato Head (voice), Wallace Shawn, Rex (voice), John Ratzenberger, Hamm (voice), Estelle Harris, Mrs. Potato Head (voice), Blake Clark, Slinky Dog (voice), Jeff Pidgeon, Aliens (voice)",Toy Story 3, Released, English,200000000,1068879522,AU
44,Toy Story 4,6/19/2019,75,"Family, Adventure, Animation, Comedy, Fantasy","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Annie Potts, Bo Peep (voice), Tony Hale, Forky (voice), Keegan-Michael Key, Ducky (voice), Madeleine McGraw, Bonnie (voice), Christina Hendricks, Gabby Gabby (voice), Jordan Peele, Bunny (voice), Keanu Reeves, Duke Caboom (voice)",Toy Story 4, Released, English,200000000,1073064540,AU
45,X-Men: Apocalypse,5/19/2016,65,"Action, Adventure, Science Fiction, Fantasy","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.","James McAvoy, Charles Xavier / Professor X, Jennifer Lawrence, Raven Darkholme / Mystique, Michael Fassbender, Erik Lehnsherr / Magneto, Oscar Isaac, En Sabah Nur / Apocalypse, Nicholas Hoult, Hank McCoy / Beast, Rose Byrne, Moira MacTaggert, Tye Sheridan, Scott Summers / Cyclops, Sophie Turner, Jean Grey, Evan Peters, Peter Maximoff / Quicksilver",X-Men: Apocalypse, Released, English,178000000,542537546,AU
45,X-Men: Days of Future Past,5/22/2014,75,"Action, Adventure, Science Fiction",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â€“ to save our future.,"Hugh Jackman, Logan / Wolverine, James McAvoy, Charles Xavier / Professor X, Michael Fassbender, Erik Lehnsherr / Magneto, Jennifer Lawrence, Raven Darkholme / Mystique, Nicholas Hoult, Hank McCoy / Beast, Patrick Stewart, Charles Xavier / Professor X, Ian McKellen, Erik Lehnsherr / Magneto, Halle Berry, Ororo Munroe / Storm, Elliot Page, Katherine 'Kitty' Pryde / Shadowcat",X-Men: Days of Future Past, Released, English,200000000,747862775,AU
45,X-Men: The Mutant Watch,7/2/2001,71,Documentary,"While Senator Kelly addresses a senate committee about the supposed mutant menace, we learn about the making of the movie, X-Men.","Hugh Jackman, Himself, Patrick Stewart, Himself, Bryan Singer, Himself, Anna Paquin, Herself, Famke Janssen, Herself, Stan Lee, Himself, Ian McKellen, Himself",X-Men: The Mutant Watch, Released, English,90100000,414551647.4,US
46,Saw 3D,10/26/2010,60,"Horror, Crime","(AKA- Saw: The Final Chapter)  As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.","Tobin Bell, John Kramer / Jigsaw, Costas Mandylor, Mark Hoffman, Betsy Russell, Jill Tuck, Cary Elwes, Dr. Lawrence Gordon, Sean Patrick Flanery, Bobby Dagen, Chad Donella, Gibson, Chester Bennington, Evan, Gina Holden, Joyce, Dean Armstrong, Cale",Saw 3D, Released, English,17000000,133735284,AU
46,Saw II,11/17/2005,66,Horror,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game.","Tobin Bell, John Kramer / Jigsaw, Donnie Wahlberg, Eric Matthews, Shawnee Smith, Amanda Young, Erik Knudsen, Daniel Matthews, Franky G, Xavier Chavez, Glenn Plummer, Jonas Singer, Emmanuelle Vaugier, Addison Corday, Beverley Mitchell, Laura Hunter, Noam Jenkins, Michael Marks",Saw II, Released, English,5000000,152925093,AU
46,Saw III,11/2/2006,64,"Horror, Thriller, Crime","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.","Tobin Bell, John Kramer / Jigsaw, Shawnee Smith, Amanda Young, Angus Macfadyen, Jeff Reinhart, Bahar Soomekh, Lynn Denlon, Donnie Wahlberg, Eric Matthews, Dina Meyer, Kerry, Leigh Whannell, Adam Stanheight, Mpho Koaho, Tim, Barry Flatman, Judge Halden",Saw III, Released, English,10000000,163876815,AU
46,Saw IV,10/25/2007,62,"Horror, Thriller, Crime","Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.","Tobin Bell, John Kramer / Jigsaw, Costas Mandylor, Mark Hoffman, Scott Patterson, Agent Strahm, Betsy Russell, Jill Tuck, Lyriq Bent, Rigg, Athena Karkanis, Agent Perez, Louis Ferreira, Art, Simon Reynolds, Lamanna, Donnie Wahlberg, Eric Matthews",Saw IV, Released, English,10000000,135759694,AU
46,Saw V,10/23/2008,62,"Horror, Thriller, Crime","Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy. But when his secret is threatened, he must go on the hunt to eliminate all the loose ends.","Tobin Bell, John Kramer / Jigsaw, Costas Mandylor, Mark Hoffman, Scott Patterson, Agent Strahm, Betsy Russell, Jill Tuck, Julie Benz, Brit, Meagan Good, Luba, Mark Rolston, Dan Erickson, Carlo Rota, Charles, Greg Bryk, Mallick",Saw V, Released, English,10800000,118209778,AU
46,Saw VI,10/22/2009,63,"Horror, Mystery","Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.","Tobin Bell, John Kramer / Jigsaw, Costas Mandylor, Mark Hoffman, Mark Rolston, Dan Erickson, Betsy Russell, Jill Tuck, Shawnee Smith, Amanda Young, Peter Outerbridge, William, Athena Karkanis, Agent Perez, Samantha Lemole, Pamela Jenkins, Tanedra Howard, Simone",Saw VI, Released, English,11000000,69752402,AU
