Franchise ID,names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
1,A Nightmare on Elm Street,8/1/1985,73,Horror,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...","John Saxon, Lieutenant Donald Thompson, Ronee Blakley, Marge Thompson, Heather Langenkamp, Nancy Thompson, Amanda Wyss, Tina Gray, Jsu Garcia, Rod Lane, Johnny Depp, Glen Lantz, Robert Englund, Fred Krueger, Charles Fleischer, Dr. King, Joseph Whipp, Sgt. Parker",A Nightmare on Elm Street, Released, English,35000000,117729618,AU
1,A Nightmare on Elm Street,5/20/2010,55,"Horror, Mystery, Thriller","The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.","Jackie Earle Haley, Freddy Krueger, Kyle Gallner, Quentin Smith, Rooney Mara, Nancy Holbrook, Katie Cassidy, Kris Fowles, Thomas Dekker, Jesse Braun, Kellan Lutz, Dean Russell, Clancy Brown, Alan Smith, Connie Britton, Dr. Gwen Holbrook, Lia D. Mortensen, Nora Fowles",A Nightmare on Elm Street, Released, English,35000000,117729618,AU
1,A Nightmare on Elm Street 3: Dream Warriors,2/27/1987,67,"Horror, Thriller","It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.","Heather Langenkamp, Nancy Thompson, Craig Wasson, Neil Gordon, Patricia Arquette, Kristen Parker, Robert Englund, Freddy Krueger, Ken Sagoes, Kincaid, Rodney Eastman, Joey, Jennifer Rubin, Taryn, Bradley Gregg, Phillip, Ira Heiden, Will",A Nightmare on Elm Street 3: Dream Warriors, Released, English,4000000,44800000,US
1,A Nightmare on Elm Street 4: The Dream Master,8/19/1988,58,"Horror, Thriller","Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.","Robert Englund, Freddy Krueger, Lisa Wilcox, Alice Johnson, Tuesday Knight, Kristen, Andras Jones, Rick, Danny Hassel, Dan, Ken Sagoes, Kincaid, Rodney Eastman, Joey, Brooke Theiss, Debbie, Toy Newkirk, Sheila",A Nightmare on Elm Street 4: The Dream Master, Released, English,13000000,49369899,US
1,A Nightmare on Elm Street Part 2: Freddy's Revenge,11/1/1985,58,Horror,"Jesse Walsh moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster Freddy Krueger. There, Jesse is bedeviled by nightmares and inexplicably violent impulses. It turns out Freddy is out to possess him in order to continue his reign of terror in the real world.","Robert Englund, Freddy Krueger, Mark Patton, Jesse Walsh, Kim Myers, Lisa Webber, Robert Rusler, Ron Grady, Clu Gulager, Ken Walsh, Hope Lange, Cheryl Walsh, Marshall Bell, Coach Schneider, Melinda O. Fee, Mrs. Webber, Tom McFadden, Mr. Webber",A Nightmare on Elm Street Part 2: Freddy's Revenge, Released, English,3000000,30000000,US
1,A Nightmare on Elm Street: The Dream Child,8/11/1989,54,"Horror, Thriller","Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?","Robert Englund, Freddy Krueger, Lisa Wilcox, Alice Johnson, Erika Anderson, Greta Gibson, Valorie Armstrong, Mrs. Jordan, Michael Ashton, Gurney Orderly, Kelly Jo Minter, Yvonne, Danny Hassel, Dan Jordan, Nicholas Mele, Dennis Johnson, Joe Seely, Mark Gray",A Nightmare on Elm Street: The Dream Child, Released, English,6000000,22168359,US
2,Avengers: Age of Ultron,4/23/2015,73,"Action, Adventure, Science Fiction","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâ€™s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Robert Downey Jr., Tony Stark / Iron Man, Chris Hemsworth, Thor Odinson, Mark Ruffalo, Bruce Banner / The Hulk, Chris Evans, Steve Rogers / Captain America, Scarlett Johansson, Natasha Romanoff / Black Widow, Jeremy Renner, Clint Barton / Hawkeye, James Spader, Ultron (voice), Samuel L. Jackson, Nick Fury, Don Cheadle, James ""Rhodey"" Rhodes / War Machine",Avengers: Age of Ultron, Released, English,365000000,1395316979,AU
2,Avengers: Endgame,4/24/2019,83,"Action, Adventure, Science Fiction","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","Robert Downey Jr., Tony Stark / Iron Man, Chris Evans, Steve Rogers / Captain America, Mark Ruffalo, Bruce Banner / Hulk, Chris Hemsworth, Thor Odinson, Scarlett Johansson, Natasha Romanoff / Black Widow, Jeremy Renner, Clint Barton / Hawkeye, Don Cheadle, James Rhodes / War Machine, Paul Rudd, Scott Lang / Ant-Man, Benedict Cumberbatch, Stephen Strange / Doctor Strange",Avengers: Endgame, Released, English,400000000,2794731755,AU
2,Avengers: Infinity War,4/25/2018,83,"Action, Adventure, Science Fiction","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","Robert Downey Jr., Tony Stark / Iron Man, Chris Hemsworth, Thor Odinson, Mark Ruffalo, Bruce Banner / Hulk, Chris Evans, Steve Rogers / Captain America, Scarlett Johansson, Natasha Romanoff / Black Widow, Benedict Cumberbatch, Stephen Strange / Doctor Strange, Tom Holland, Peter Parker / Spider-Man, Chadwick Boseman, T'Challa / Black Panther, Don Cheadle, James 'Rhodey' Rhodes / War Machine",Avengers: Infinity War, Released, English,300000000,2048359754,AU
2,The Avengers,4/25/2012,77,"Science Fiction, Action,Â Adventure","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","Robert Downey Jr., Tony Stark / Iron Man, Chris Evans, Steve Rogers / Captain America, Mark Ruffalo, Bruce Banner / The Hulk, Chris Hemsworth, Thor Odinson, Scarlett Johansson, Natasha Romanoff / Black Widow, Jeremy Renner, Clint Barton / Hawkeye, Tom Hiddleston, Loki, Samuel L. Jackson, Nick Fury, Cobie Smulders, Maria Hill",The Avengers, Released, English,225000000,1515100211,AU
3,Back to the Future,8/15/1985,83,"Adventure, Comedy, Science Fiction","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Michael J. Fox, Marty McFly, Christopher Lloyd, Emmett Brown, Lea Thompson, Lorraine Baines, Crispin Glover, George McFly, Thomas F. Wilson, Biff Tannen, Claudia Wells, Jennifer Parker, Marc McClure, Dave McFly, Wendie Jo Sperber, Linda McFly, George DiCenzo, Sam Baines",Back to the Future, Released, English,19000000,385510132,AU
3,Back to the Future Part II,12/7/1989,78,"Adventure, Comedy, Science Fiction","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.","Michael J. Fox, Marty McFly / Marty McFly Jr. / Marlene McFly, Christopher Lloyd, Emmett Brown, Lea Thompson, Lorraine McFly, Thomas F. Wilson, Biff Tannen / Griff Tannen, Elisabeth Shue, Jennifer Parker, James Tolkan, Strickland, Jeffrey Weissman, George McFly, Casey Siemaszko, 3-D, Billy Zane, Match",Back to the Future Part II, Released, English,40000000,331971868,AU
3,Back to the Future Part III,6/28/1990,75,"Adventure, Comedy, Science Fiction","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.","Michael J. Fox, Marty McFly / Seamus McFly, Christopher Lloyd, Emmett Brown, Thomas F. Wilson, Buford ""Mad Dog"" Tannen / Biff Tannen, Mary Steenburgen, Clara Clayton, Lea Thompson, Maggie McFly / Lorraine McFly, Elisabeth Shue, Jennifer Parker, Matt Clark, Bartender, Richard Dysart, Barbwire Salesman, Pat Buttram, Saloon Old Timer",Back to the Future Part III, Released, English,40000000,244087259,AU
4,Blade Runner,12/16/1982,79,"Science Fiction, Drama, Thriller","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","Harrison Ford, Rick Deckard, Rutger Hauer, Roy Batty, Sean Young, Rachael, Edward James Olmos, Gaff, M. Emmet Walsh, Bryant, Daryl Hannah, Pris, William Sanderson, J.F. Sebastian, Brion James, Leon Kowalski, Joe Turkel, Dr. Eldon Tyrell",Blade Runner, Released, English,28000000,39538663,AU
4,Blade Runner 2049,10/5/2017,75,"Science Fiction, Drama","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.","Ryan Gosling, 'K', Harrison Ford, Rick Deckard, Ana de Armas, Joi, Sylvia Hoeks, Luv, Robin Wright, Lieutenant Joshi, Jared Leto, Niander Wallace, Mackenzie Davis, Mariette, Carla Juri, Dr. Ana Stelline, Lennie James, Mister Cotton",Blade Runner 2049, Released, English,185000000,258829058,AU
4,Blade Runner: Black Out 2022,1/17/2018,72,"Action, Animation, Science Fiction","This animated short revolves around the events causing an electrical systems failure on the west coast of the US. According to Blade Runner 2049â€™s official timeline, this failure leads to cities shutting down, financial and trade markets being thrown into chaos, and food supplies dwindling. Thereâ€™s no proof as to what caused the blackouts, but Replicants â€” the bio-engineered robots featured in the original Blade Runner, are blamed.","Jovan Jackson, Iggy Cygnus (voice), Luci Christian, Trixie (voice), Edward James Olmos, Gaff (voice), David Anthony Matranga, Additional Voices (voice), Joel McCrary, Additional Voices (voice), Bryson Baugus, Ren (voice), Jay Hickman, Additional Voices (voice)", ãƒ–ãƒ¬ãƒ¼ãƒ‰ãƒ©ãƒ³ãƒŠãƒ¼ ãƒ–ãƒ©ãƒƒã‚¯ã‚¢ã‚¦ãƒˆ 2022, Released, English,180400000,184680050,AU
5,Cars,6/8/2006,69,"Animation, Adventure, Comedy, Family","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.","Owen Wilson, Lightning McQueen (voice), Larry the Cable Guy, Mater (voice), Bonnie Hunt, Sally Carrera (voice), Paul Newman, Doc Hudson (voice), Tony Shalhoub, Luigi (voice), Cheech Marin, Ramone (voice), Michael Wallis, Sheriff (voice), George Carlin, Fillmore (voice), Paul Dooley, Sarge (voice)",Cars, Released, English,70000000,461630558,AU
5,Cars 2,6/11/2011,61,"Animation, Family, Adventure, Comedy",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"Larry the Cable Guy, Mater (voice), Owen Wilson, Lightning McQueen (voice), Michael Caine, Finn McMissile (voice), Emily Mortimer, Holley Shiftwell (voice), John Turturro, Francesco Bernoulli (voice), Eddie Izzard, Sir Miles Axlerod (voice), Thomas Kretschmann, Professor Z (voice), Guido Quaroni, Guido (voice), Joe Mantegna, Grem (voice)",Cars 2, Released, English,200000000,560155383,AU
5,Cars 3,6/22/2017,69,"Animation, Adventure, Comedy, Family","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racingâ€™s biggest stage!","Owen Wilson, Lightning McQueen (voice), Cristela Alonzo, Cruz Ramirez (voice), Chris Cooper, Smokey Yunick (voice), Nathan Fillion, Sterling (voice), Armie Hammer, Jackson Storm (voice), Larry the Cable Guy, Mater (voice), Bonnie Hunt, Sally Carrera (voice), Lea DeLaria, Miss Fritter (voice), Kerry Washington, Natalie Certain (voice)",Cars 3, Released, English,175000000,383541369,AU
6,Child's Play,11/9/1988,67,Horror,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.","Catherine Hicks, Karen Barclay, Chris Sarandon, Mike Norris, Alex Vincent, Andy Barclay, Brad Dourif, Chucky (voice) / Charles Lee Ray, Dinah Manoff, Maggie Peterson, Tommy Swerdlow, Jack Santos, Jack Colvin, Dr. Ardmore, Neil Giuntoli, Eddie Caputo, Juan RamÃ­rez, Peddler",Child's Play, Released, English,9000000,44196684,US
6,Child's Play,6/20/2019,60,"Horror, Thriller, Science Fiction","Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.","Aubrey Plaza, Karen Barclay, Gabriel Bateman, Andy Barclay, Brian Tyree Henry, Detective Mike Norris, Mark Hamill, Chucky (voice), Tim Matheson, Henry Kaslan, Beatrice Kitsos, Falyn, Ty Consiglio, Pugg, Marlon Kazadi, Omar, David Lewis, Shane",Child's Play, Released, English,10000000,44902237,AU
6,Child's Play 2,11/9/1990,62,"Horror, Thriller","When Andyâ€™s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.","Alex Vincent, Andy Barclay, Brad Dourif, Chucky (voice), Christine Elise, Kyle, Jenny Agutter, Joanne Simpson, Gerrit Graham, Phil Simpson, Grace Zabriskie, Grace Poole, Peter Haskell, Sullivan, Beth Grant, Miss Kettlewell, Greg Germann, Mattson",Child's Play 2, Released, English,13000000,34166572,US
6,Child's Play 3,11/12/1991,59,"Horror, Thriller","Eight years have passed since the events of the second film. Chucky has been resurrected once again and seeks revenge on Andy, his former owner, who is now a teenager enrolled in military school.","Justin Whalin, Andy Barclay, Perrey Reeves, Kristen De Silva, Jeremy Sylvers, Ronald Tyler, Travis Fine, Brett C. Shelton, Dean Jacobson, Harold Aubrey Whitehurst, Brad Dourif, Chucky (voice), Peter Haskell, Sullivan, Dakin Matthews, Colonel Cochrane, Andrew Robinson, Sergeant Botnick",Child's Play 3, Released, English,13000000,20560255,AU
7,Despicable Me,9/9/2010,72,"Family, Animation, Comedy, Crime","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","Steve Carell, Gru (voice), Miranda Cosgrove, Margo (voice), Dana Gaier, Edith (voice), Elsie Fisher, Agnes (voice), Jason Segel, Vector (voice), Russell Brand, Dr. Nefario (voice), Julie Andrews, Gru's Mother (voice), Will Arnett, Mr. Perkins (voice), Kristen Wiig, Miss Hattie (voice)",Despicable Me, Released, English,69000000,543464573,AU
7,Despicable Me 2,6/26/2013,69,"Animation, Comedy, Family",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,"Steve Carell, Gru (voice), Kristen Wiig, Lucy (voice), Benjamin Bratt, Eduardo 'El Macho' PÃ©rez (voice), Miranda Cosgrove, Margo (voice), Russell Brand, Dr. Nefario (voice), Ken Jeong, Floyd Eagle-san (voice), Steve Coogan, Silas Ramsbottom (voice), Elsie Fisher, Agnes (voice), Dana Gaier, Edith (voice)",Despicable Me 2, Released, English,76000000,975216835,AU
7,Despicable Me 3,6/15/2017,64,"Action, Animation, Comedy, Family, Adventure",Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,"Steve Carell, Gru / Dru (voice), Kristen Wiig, Lucy Wilde (voice), Trey Parker, Balthazar Bratt (voice), Miranda Cosgrove, Margo (voice), Dana Gaier, Edith (voice), Nev Scharrel, Agnes (voice), Steve Coogan, Fritz / Silas Ramsbottom (voice), Julie Andrews, Gruâ€™s Mom (voice), Jenny Slate, Valerie Da Vinci (voice)",Despicable Me 3, Released, English,75000000,1032809657,AU
8,Fantastic Beasts and Where to Find Them,11/17/2016,73,"Adventure, Fantasy, Family","In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.","Eddie Redmayne, Newt Scamander, Katherine Waterston, Porpentina 'Tina' Goldstein, Dan Fogler, Jacob Kowalski, Alison Sudol, Queenie Goldstein, Colin Farrell, Percival Graves, Jon Voight, Henry Shaw Sr., Ron Perlman, Gnarlak, Johnny Depp, Gellert Grindelwald, ZoÃ« Kravitz, Leta Lestrange",Fantastic Beasts and Where to Find Them, Released, English,180000000,811724385,AU
8,Fantastic Beasts: The Crimes of Grindelwald,11/22/2018,69,"Adventure, Fantasy, Family","Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his causeâ€”elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.","Eddie Redmayne, Newt Scamander, Katherine Waterston, Porpentina 'Tina' Goldstein, Dan Fogler, Jacob Kowalski, Alison Sudol, Queenie Goldstein, Johnny Depp, Gellert Grindelwald, Jude Law, Albus Dumbledore, Ezra Miller, Credence Barebone, ZoÃ« Kravitz, Leta Lestrange, Callum Turner, Theseus Scamander",Fantastic Beasts: The Crimes of Grindelwald, Released, English,200000000,648455339,AU
8,Fantastic Beasts: The Secrets of Dumbledore,4/7/2022,68,"Adventure, Fantasy, Family","Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.","Eddie Redmayne, Newt Scamander, Jude Law, Albus Dumbledore, Mads Mikkelsen, Gellert Grindelwald, Ezra Miller, Credence Barebone / Aurelius Dumbledore, Dan Fogler, Jacob Kowalski, Alison Sudol, Queenie Goldstein / Queenie Kowalski, Callum Turner, Theseus Scamander, Jessica Williams, Eulalie 'Lally' Hicks, Katherine Waterston, Porpentina 'Tina' Goldstein",Fantastic Beasts: The Secrets of Dumbledore, Released, English,200000000,404560145,AU
9,Final Destination,4/13/2000,66,Horror,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.","Devon Sawa, Alex Browning, Ali Larter, Clear Rivers, Kerr Smith, Carter Horton, Kristen Cloke, Valerie Lewton, Seann William Scott, Billy Hitchcock, Chad Donella, Tod Waggner, Amanda Detmer, Terry Chaney, Tony Todd, William Bludworth, Daniel Roebuck, Agent Weine",Final Destination, Released, English,23000000,112036870,AU
9,Final Destination 2,3/6/2003,62,"Horror, Mystery","When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.","A.J. Cook, Kimberly Corman, Ali Larter, Clear Rivers, Michael Landes, Officer Thomas Burke, Terrence 'T.C.' Carson, Eugene Dix, Jonathan Cherry, Rory, Keegan Connor Tracy, Kat, Lynda Boyd, Nora Carpenter, James Kirk, Tim Carpenter, Justina Machado, Isabella Hudson",Final Destination 2, Released, English,26000000,90396664,AU
9,Final Destination 3,4/27/2006,61,"Horror, Mystery","A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself â€“ which seeks out those who escaped their fate.","Mary Elizabeth Winstead, Wendy Christensen, Ryan Merriman, Kevin Fischer, Kris Lemche, Ian McKinley, Alexz Johnson, Erin Ulmer, Sam Easton, Frankie Cheeks, Jesse Moss, Jason Wise, Gina Holden, Carrie Dreyer, Texas Battle, Lewis Romero, Chelan Simmons, Ashley Freund",Final Destination 3, Released, English,25000000,112798051,AU
9,Final Destination 5,9/1/2011,61,"Horror, Mystery","In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one manâ€™s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Deathâ€™s sinister agenda.","Nicholas D'Agosto, Sam, Emma Bell, Molly, Miles Fisher, Peter Friedkin, Courtney B. Vance, Agent Block, David Koechner, Dennis, Arlen Escarpeta, Nathan, Jacqueline MacInnes Wood, Olivia Castle, P.J. Byrne, Isaac, Ellen Wroe, Candice Hooper",Final Destination 5, Released, English,40000000,155011165,AU
9,The Final Destination,10/15/2009,56,"Horror, Mystery","After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.","Shantel VanSanten, Lori Milligan, Bobby Campo, Nick O'Bannon, Mykelti Williamson, George Lanter, Nick Zano, Hunt Wynorski, Haley Webb, Janet Cunningham, Krista Allen, Samantha Lane, Stephanie HonorÃ©, Mechanic's Girlfriend, Andrew Fiscella, Mechanic, Justin Welborn, Racist",The Final Destination, Released, English,40000000,187384627,AU
10,Friday the 13th,6/12/1980,64,Horror,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,"Betsy Palmer, Mrs. Voorhees, Adrienne King, Alice, Harry Crosby, Bill, Laurie Bartram, Brenda, Mark Nelson, Ned, Jeannine Taylor, Marcie, Robbi Morgan, Annie, Kevin Bacon, Jack, Peter Brouwer, Steve Christy",Friday the 13th, Released, English,17000000,92670237,AU
10,Friday the 13th,2/13/2009,57,Horror,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,"Jared Padalecki, Clay, Danielle Panabaker, Jenna, Amanda Righetti, Whitney, Travis Van Winkle, Trent, Aaron Yoo, Chewie, Arlen Escarpeta, Lawrence, Julianna Guill, Bree, Jonathan Sadowski, Wade, Ben Feldman, Richie",Friday the 13th, Released, English,17000000,92670237,US
10,Friday the 13th Part 2,5/1/1981,61,"Horror, Thriller","Five years after the horrible bloodbath at Camp Crystal Lake, a new group of counselors roam the area, not sensing an ominous lurking presence that proves the grisly legend is real.","Amy Steel, Ginny Field, John Furey, Paul Holt, Adrienne King, Alice Hardy, Kirsten Baker, Terry, Stuart Charno, Ted, Warrington Gillette, Jason, Walt Gorney, Crazy Ralph, Marta Kober, Sandra, Tom McBride, Mark",Friday the 13th Part 2, Released, English,1250000,21722776,US
10,Friday the 13th Part III,8/13/1982,59,"Horror, Thriller","An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naive counselors. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason, who stalks them at every turn...","Dana Kimmell, Chris Higgins, Rachel Howard, Chili, Richard Brooker, Jason, Tracie Savage, Debbie, Anne Gaybis, Cashier, Paul Kratka, Rick, Larry Zerner, Shelly, Catherine Parks, Vera Sanchez, David Wiley, Abel",Friday the 13th Part III, Released, English,4000000,36690067,US
10,Friday the 13th Part VI: Jason Lives,8/1/1986,62,"Horror, Mystery, Thriller","Tommy Jarvis, tormented by the fear that Jason Voorhees isn't really dead, unwittingly resurrects the mass murderer for another bloody rampage.","Thom Mathews, Tommy Jarvis, Jennifer Cooke, Megan Garris, Darcy DeMoss, Nikki, RenÃ©e Jones, Sissy, David Kagen, Sheriff Garris, Kerry Noonan, Paula Mott, Cynthia Kania, Annette, Ann Ryerson, Katie, C.J. Graham, Jason Vorhees",Friday the 13th Part VI: Jason Lives, Released, English,3000000,19472523,US
10,Friday the 13th Part VII: The New Blood,5/13/1988,54,"Horror, Thriller",A young girl who possesses the deadly power of telekinesis accidentally unchains the bloodthirsty Jason Voorhees from his watery grave.,"Kane Hodder, Jason Voorhees, Lar Park Lincoln, Tina Shepard, Kevin Spirtas, Nick, Susan Jennifer Sullivan, Melissa, Terry Kiser, Dr. Crews, John Otrin, John Shepard, Susan Blu, Amanda Shepard, Elizabeth Kaitan, Robin, Heidi Kozak, Sandra",Friday the 13th Part VII: The New Blood, Released, English,2800000,19170001,US
10,Friday the 13th Part VIII: Jason Takes Manhattan,7/28/1989,50,"Horror, Thriller","Jason ships out aboard a teen-filled ""love boat"" bound for New York, which is soon transformed into the ultimate voyage of the damned.","Jensen Daggett, Rennie Wickham, Scott Reeves, Sean Robertson, Kane Hodder, Jason Voorhees, Tiffany Paulsen, Suzi Donaldson, Todd Caldecott, Jim Miller, Barbara Bingham, Colleen Van Deusen, Peter Mark Richman, Charles McCulloch, Alex Diakun, Deck Hand, Warren Munson, Admiral Robertson",Friday the 13th Part VIII: Jason Takes Manhattan, Released, English,5000000,14343976,US
10,Friday the 13th: A New Beginning,3/22/1985,53,"Horror, Mystery","Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but heâ€™s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.","Melanie Kinnaman, Pam Roberts, John Shepherd, Tommy Jarvis, Shavar Ross, Reggie, Richard Young, Matthew Letter, Marco St. John, Sheriff Cal Tucker, Juliette Cummins, Robin, Corey Feldman, Tommy Jarvis Age 12, Richard Lineback, Deputy Dodd, Carol Locatell, Ethel Hubbard",Friday the 13th: A New Beginning, Released, English,2200000,21930418,US
10,Friday the 13th: The Final Chapter,4/13/1984,61,Horror,"After his revival in a hospital morgue, Jason fixes his vengeful attention on the Jarvis family and a group of hitherto carefree teenagers.","Kimberly Beck, Trish Jarvis, Corey Feldman, Tommy Jarvis, Joan Freeman, Mrs. Jarvis, Erich Anderson, Rob Dier, Peter Barton, Doug, Judie Aronson, Samantha, Crispin Glover, Jimmy Mortimer, Barbara Howard, Sara, Clyde Hayes, Paul",Friday the 13th: The Final Chapter, Released, English,2600000,32980880,US
11,Halloween,6/1/1979,76,"Horror, Thriller","Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","Donald Pleasence, Dr. Sam Loomis, Jamie Lee Curtis, Laurie Strode, P.J. Soles, Lynda Van Der Klok, Nancy Loomis, Annie Brackett, Charles Cyphers, Sheriff Leigh Brackett, Kyle Richards, Lindsey Wallace, Brian Andrews, Tommy Doyle, John Michael Graham, Bob Simms, Nancy Stephens, Marion Chambers",Halloween, Released, English,15000000,77514401,AU
